,AA,CC,Id,Ti,Y,authors,logprob,paper
55,"[{'AfId': 74973139, 'AuN': 'carl doersch', 'AfN': 'carnegie mellon university', 'AuId': 2022097030}, {'AfId': 74973139, 'AuN': 'abhinav gupta', 'AfN': 'carnegie mellon university', 'AuId': 2099263982}, {'AfId': 95457486, 'AuN': 'alexei a efros', 'AfN': 'university of california berkeley', 'AuId': 2088536091}]",219,2115628259,mid level visual element discovery as discriminative mode seeking,2013,"['Carl Doersch', 'Abhinav Gupta', 'Alexei A. Efros']",-18.091,Mid-level Visual Element Discovery as Discriminative Mode Seeking
56,"[{'AfId': 174306211, 'AuN': 'assaf glazer', 'AfN': 'technion israel institute of technology', 'AuId': 2106068739}, {'AfId': 174306211, 'AuN': 'michael lindenbaum', 'AfN': 'technion israel institute of technology', 'AuId': 527507227}, {'AfId': 174306211, 'AuN': 'shaul markovitch', 'AfN': 'technion israel institute of technology', 'AuId': 2243591905}]",10,2139373187,q ocsvm a q quantile estimator for high dimensional distributions,2013,"['Assaf Glazer', 'Michael Lindenbaum', 'Shaul Markovitch']",-20.109,q-OCSVM: A q-Quantile Estimator for High-Dimensional Distributions
57,"[{'AfId': 1290206253, 'AuN': 'sivan sabato', 'AfN': 'microsoft', 'AuId': 2165137138}, {'AfId': 102322142, 'AuN': 'anand d sarwate', 'AfN': 'rutgers university', 'AuId': 1973314746}, {'AfId': 174306211, 'AuN': 'nathan srebro', 'AfN': 'technion israel institute of technology', 'AuId': 1531155176}]",4,2121879531,auditing active learning with outcome dependent query costs,2013,"['Sivan Sabato', 'Anand D. Sarwate', 'Nati Srebro']",-21.092,Auditing: Active Learning with Outcome-Dependent Query Costs
58,"[{'AfId': 110883965, 'AuN': 'jose bento', 'AfN': 'disney research', 'AuId': 2302626664}, {'AfId': 110883965, 'AuN': 'nate derbinsky', 'AfN': 'disney research', 'AuId': 1321263372}, {'AfId': 110883965, 'AuN': 'javier alonsomora', 'AfN': 'disney research', 'AuId': 1915069678}, {'AfId': 110883965, 'AuN': 'jonathan s yedidia', 'AfN': 'disney research', 'AuId': 2799218220}]",13,2161256817,a message passing algorithm for multi agent trajectory planning,2013,"['Jose Bento', 'Nate Derbinsky', 'Javier Alonso-Mora', 'Jonathan S. Yedidia']",-20.765,A message-passing algorithm for multi-agent trajectory planning
59,"[{'AfId': 185261750, 'AuN': 'yichuan tang', 'AfN': 'university of toronto', 'AuId': 2143243998}, {'AfId': 185261750, 'AuN': 'ruslan salakhutdinov', 'AfN': 'university of toronto', 'AuId': 2031945151}]",81,2135354436,learning stochastic feedforward neural networks,2013,"['Yichuan Tang', 'Ruslan R. Salakhutdinov']",-18.868,Learning Stochastic Feedforward Neural Networks
60,"[{'AfId': 45129253, 'AuN': 'srinivas c turaga', 'AfN': 'university college london', 'AuId': 312464776}, {'AfId': 45129253, 'AuN': 'lars buesing', 'AfN': 'university college london', 'AuId': 279620199}, {'AfId': 45129253, 'AuN': 'adam m packer', 'AfN': 'university college london', 'AuId': 2402298466}, {'AfId': 45129253, 'AuN': 'henry w p dalgleish', 'AfN': 'university college london', 'AuId': 2513320887}, {'AfId': 45129253, 'AuN': 'noah pettit', 'AfN': 'university college london', 'AuId': 2513929733}, {'AfId': 45129253, 'AuN': 'michael hausser', 'AfN': 'university college london', 'AuId': 2026413945}, {'AfId': 149899117, 'AuN': 'jakob h macke', 'AfN': 'max planck society', 'AuId': 2072220704}]",15,2104979528,inferring neural population dynamics from multiple partial recordings of the same neural circuit,2013,"['Srini Turaga', 'Lars Buesing', 'Adam M. Packer', 'Henry Dalgleish', 'Noah Pettit', 'Michael Hausser', 'Jakob H. Macke']",-20.621,Inferring neural population dynamics from multiple partial recordings of the same neural circuit
61,"[{'AfId': 70931966, 'AuN': 'ian j goodfellow', 'AfN': 'universite de montreal', 'AuId': 1822555116}, {'AfId': 70931966, 'AuN': 'mehdi mirza', 'AfN': 'universite de montreal', 'AuId': 2668737056}, {'AfId': 70931966, 'AuN': 'aaron c courville', 'AfN': 'universite de montreal', 'AuId': 2328522601}, {'AfId': 70931966, 'AuN': 'yoshua bengio', 'AfN': 'universite de montreal', 'AuId': 161269817}]",85,2098617596,multi prediction deep boltzmann machines,2013,"['Ian Goodfellow', 'Mehdi Mirza', 'Aaron Courville', 'Yoshua Bengio']",-18.266,Multi-Prediction Deep Boltzmann Machines
62,"[{'AfId': 124261462, 'AuN': 'vibhav vineet', 'AfN': 'oxford brookes university', 'AuId': 1913501743}, {'AfId': 78650965, 'AuN': 'carsten rother', 'AfN': 'dresden university of technology', 'AuId': 2047672443}, {'AfId': 40120149, 'AuN': 'philip h s torr', 'AfN': 'university of oxford', 'AuId': 2107932047}]",6,2125711766,higher order priors for joint intrinsic image objects and attributes estimation,2013,"['Vibhav Vineet', 'Carsten Rother', 'Philip Torr']",-20.645,"Higher Order Priors for Joint Intrinsic Image, Objects, and Attributes Estimation"
63,"[{'AfId': 184646667, 'AuN': 'christophe schulke', 'AfN': 'sorbonne', 'AuId': 2159249462}, {'AfId': 1294671590, 'AuN': 'francesco caltagirone', 'AfN': 'centre national de la recherche scientifique', 'AuId': 2023674384}, {'AfId': 1294671590, 'AuN': 'florent krzakala', 'AfN': 'centre national de la recherche scientifique', 'AuId': 70353859}, {'AfId': 1294671590, 'AuN': 'lenka zdeborova', 'AfN': 'centre national de la recherche scientifique', 'AuId': 199783284}]",10,2126841536,blind calibration in compressed sensing using message passing algorithms,2013,"['Christophe Schulke', 'Francesco Caltagirone', 'Florent Krzakala', 'Lenka Zdeborová']",-20.582,Blind Calibration in Compressed Sensing using Message Passing Algorithms
64,"[{'AfId': 205783295, 'AuN': 'ashesh jain', 'AfN': 'cornell university', 'AuId': 2124624740}, {'AfId': 205783295, 'AuN': 'brian wojcik', 'AfN': 'cornell university', 'AuId': 2541668170}, {'AfId': 205783295, 'AuN': 'thorsten joachims', 'AfN': 'cornell university', 'AuId': 245171893}, {'AfId': 205783295, 'AuN': 'ashutosh saxena', 'AfN': 'cornell university', 'AuId': 2139397739}]",77,2123694750,learning trajectory preferences for manipulators via iterative improvement,2013,"['Ashesh Jain', 'Brian Wojcik', 'Thorsten Joachims', 'Ashutosh Saxena']",-19.19,Learning Trajectory Preferences for  Manipulators via Iterative Improvement
65,"[{'AfId': 130238516, 'AuN': 'huahua wang', 'AfN': 'university of minnesota', 'AuId': 2143868435}, {'AfId': 130238516, 'AuN': 'arindam banerjee', 'AfN': 'university of minnesota', 'AuId': 2037585042}, {'AfId': 86519309, 'AuN': 'chojui hsieh', 'AfN': 'university of texas at austin', 'AuId': 2148022289}, {'AfId': 86519309, 'AuN': 'pradeep ravikumar', 'AfN': 'university of texas at austin', 'AuId': 2409260842}, {'AfId': 86519309, 'AuN': 'inderjit s dhillon', 'AfN': 'university of texas at austin', 'AuId': 2033403132}]",17,2095938605,large scale distributed sparse precision estimation,2013,"['Huahua Wang', 'Arindam Banerjee', 'Cho-Jui Hsieh', 'Pradeep K. Ravikumar', 'Inderjit S. Dhillon']",-20.167,Large Scale Distributed Sparse Precision Estimation
66,"[{'AfId': 144112489, 'AuN': 'cheston tan', 'AfN': 'mcgovern institute for brain research', 'AuId': 2803820538}, {'AfId': 1288882113, 'AuN': 'jedediah m singer', 'AfN': 'boston children s hospital', 'AuId': 2158247200}, {'AfId': 27804330, 'AuN': 'thomas serre', 'AfN': 'brown university', 'AuId': 2056941704}, {'AfId': 27804330, 'AuN': 'david l sheinberg', 'AfN': 'brown university', 'AuId': 85524508}, {'AfId': 63966007, 'AuN': 'tomaso poggio', 'AfN': 'massachusetts institute of technology', 'AuId': 693931197}]",3,2157821749,neural representation of action sequences how far can a simple snippet matching model take us,2013,"['Cheston Tan', 'Jedediah M. Singer', 'Thomas Serre', 'David Sheinberg', 'Tomaso Poggio']",-20.057,Neural representation of action sequences: how far can a simple snippet-matching model take us?
67,"[{'AfId': 392282, 'AuN': 'siwei lyu', 'AfN': 'university at albany suny', 'AuId': 2062704557}, {'AfId': 392282, 'AuN': 'xin wang', 'AfN': 'university at albany suny', 'AuId': 2676400958}]",12,2122932202,on algorithms for sparse multi factor nmf,2013,"['Siwei Lyu', 'Xin Wang']",-20.398,On Algorithms for Sparse Multi-factor NMF
68,"[{'AfId': 86519309, 'AuN': 'eunho yang', 'AfN': 'university of texas at austin', 'AuId': 2171972029}, {'AfId': 86519309, 'AuN': 'pradeep ravikumar', 'AfN': 'university of texas at austin', 'AuId': 2409260842}]",24,2100243645,dirty statistical models,2013,"['Eunho Yang', 'Pradeep K. Ravikumar']",-20.001,Dirty Statistical Models
69,"[{'AfId': 63966007, 'AuN': 'jason chang', 'AfN': 'massachusetts institute of technology', 'AuId': 1992696183}, {'AfId': 63966007, 'AuN': 'john w fisher', 'AfN': 'massachusetts institute of technology', 'AuId': 2133604857}]",30,2128032727,parallel sampling of dp mixture models using sub cluster splits,2013,"['Jason Chang', 'John W. Fisher III']",-19.647,Parallel Sampling of DP Mixture Models using Sub-Cluster Splits
70,"[{'AfId': 126307644, 'AuN': 'tianbao yang', 'AfN': 'university of iowa', 'AuId': 2151859571}]",83,2123154536,trading computation for communication distributed stochastic dual coordinate ascent,2013,['Tianbao Yang'],-18.79,Trading Computation for Communication: Distributed Stochastic Dual Coordinate Ascent
71,"[{'AfId': 20089843, 'AuN': 'sebastien bubeck', 'AfN': 'princeton university', 'AuId': 1483583928}, {'AfId': 20089843, 'AuN': 'cheyu liu', 'AfN': 'princeton university', 'AuId': 2104820117}]",25,2136101149,prior free and prior dependent regret bounds for thompson sampling,2014,"['Sebastien Bubeck', 'Che-Yu Liu']",-19.61,Prior-free and prior-dependent regret bounds for Thompson Sampling
72,"[{'AfId': 118347636, 'AuN': 'justin domke', 'AfN': 'australian national university', 'AuId': 2072212257}]",13,2105681376,structured learning via logistic regression,2013,['Justin Domke'],-20.616,Structured Learning via Logistic Regression
73,"[{'AfId': 130701444, 'AuN': 'parikshit ram', 'AfN': 'georgia institute of technology', 'AuId': 2293981250}, {'AfId': 130701444, 'AuN': 'alexander g gray', 'AfN': 'georgia institute of technology', 'AuId': 2112810595}]",13,2150719578,which space partitioning tree to use for search,2013,"['Parikshit Ram', 'Alexander Gray']",-20.048,Which Space Partitioning Tree to Use for Search?
74,"[{'AfId': 118347636, 'AuN': 'justin domke', 'AfN': 'australian national university', 'AuId': 2072212257}, {'AfId': 31746571, 'AuN': 'xianghang liu', 'AfN': 'university of new south wales', 'AuId': 2196501928}]",5,2147027321,projecting ising model parameters for fast mixing,2013,"['Justin Domke', 'Xianghang Liu']",-21.273,Projecting Ising Model Parameters for Fast Mixing
75,"[{'AfId': 87216513, 'AuN': 'mehrdad mahdavi', 'AfN': 'michigan state university', 'AuId': 2147539308}, {'AfId': 87216513, 'AuN': 'lijun zhang', 'AfN': 'michigan state university', 'AuId': 2276088550}, {'AfId': 87216513, 'AuN': 'rong jin', 'AfN': 'michigan state university', 'AuId': 2142724104}]",20,2162069736,mixed optimization for smooth functions,2013,"['Mehrdad Mahdavi', 'Lijun Zhang', 'Rong Jin']",-19.662,Mixed Optimization for Smooth Functions
76,"[{'AfId': 86519309, 'AuN': 'eunho yang', 'AfN': 'university of texas at austin', 'AuId': 2171972029}, {'AfId': 86519309, 'AuN': 'pradeep ravikumar', 'AfN': 'university of texas at austin', 'AuId': 2409260842}, {'AfId': 74775410, 'AuN': 'genevera i allen', 'AfN': 'rice university', 'AuId': 2249617921}, {'AfId': 181547552, 'AuN': 'zhandong liu', 'AfN': 'baylor college of medicine', 'AuId': 2582386572}]",6,2157894547,conditional random fields via univariate exponential families,2013,"['Eunho Yang', 'Pradeep K. Ravikumar', 'Genevera I. Allen', 'Zhandong Liu']",-20.875,Conditional Random Fields via Univariate Exponential Families
77,"[{'AfId': 136199984, 'AuN': 'edoardo m airoldi', 'AfN': 'harvard university', 'AuId': 242635728}, {'AfId': 136199984, 'AuN': 'thiago b costa', 'AfN': 'harvard university', 'AuId': 2263362354}, {'AfId': 136199984, 'AuN': 'stanley h chan', 'AfN': 'harvard university', 'AuId': 2118515503}]",89,2123400271,stochastic blockmodel approximation of a graphon theory and consistent estimation,2013,"['Edo M. Airoldi', 'Thiago B. Costa', 'Stanley H. Chan']",-19.38,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation
78,"[{'AfId': 165932596, 'AuN': 'shiau hong lim', 'AfN': 'national university of singapore', 'AuId': 2792718004}, {'AfId': 165932596, 'AuN': 'huan xu', 'AfN': 'national university of singapore', 'AuId': 2139723518}, {'AfId': 174306211, 'AuN': 'shie mannor', 'AfN': 'technion israel institute of technology', 'AuId': 2252608274}]",6,2522885171,reinforcement learning in robust markov decision processes,2016,"['Shiau Hong Lim', 'Huan Xu', 'Shie Mannor']",-20.48,Reinforcement Learning in Robust Markov Decision Processes
79,"[{'AfId': 177725633, 'AuN': 'ke hou', 'AfN': 'the chinese university of hong kong', 'AuId': 2583233745}, {'AfId': 177725633, 'AuN': 'zirui zhou', 'AfN': 'the chinese university of hong kong', 'AuId': 2156492948}, {'AfId': 177725633, 'AuN': 'anthony mancho so', 'AfN': 'the chinese university of hong kong', 'AuId': 2165238224}, {'AfId': 130238516, 'AuN': 'zhiquan luo', 'AfN': 'university of minnesota', 'AuId': 2139264683}]",31,2128336967,on the linear convergence of the proximal gradient method for trace norm regularization,2013,"['Ke Hou', 'Zirui Zhou', 'Anthony Man-Cho So', 'Zhi-Quan Luo']",-19.677,On the Linear Convergence of the Proximal Gradient Method for Trace Norm Regularization
80,"[{'AfId': 202697423, 'AuN': 'hesham mostafa', 'AfN': 'university of zurich', 'AuId': 2106608393}, {'AfId': 202697423, 'AuN': 'lorenz k mueller', 'AfN': 'university of zurich', 'AuId': 2696513269}, {'AfId': 202697423, 'AuN': 'giacomo indiveri', 'AfN': 'university of zurich', 'AuId': 1504186000}]",8,2154496072,recurrent networks of coupled winner take all oscillators for solving constraint satisfaction problems,2013,"['Hesham Mostafa', 'Lorenz. K. Mueller', 'Giacomo Indiveri']",-21.135,Recurrent networks of coupled Winner-Take-All oscillators for solving constraint satisfaction problems
81,"[{'AfId': 185261750, 'AuN': 'wenjie luo', 'AfN': 'university of toronto', 'AuId': 2313495471}, {'AfId': 35440088, 'AuN': 'alexander g schwing', 'AfN': 'eth zurich', 'AuId': 1248235887}, {'AfId': 185261750, 'AuN': 'raquel urtasun', 'AfN': 'university of toronto', 'AuId': 2291154966}]",8,2119720396,latent structured active learning,2013,"['Wenjie Luo', 'Alex Schwing', 'Raquel Urtasun']",-20.73,Latent Structured Active Learning
82,"[{'AfId': 189158943, 'AuN': 'nicolo cesabianchi', 'AfN': 'university of milan', 'AuId': 259249205}, {'AfId': 115752224, 'AuN': 'claudio gentile', 'AfN': 'university of insubria', 'AuId': 2129072251}, {'AfId': 189158943, 'AuN': 'giovanni zappella', 'AfN': 'university of milan', 'AuId': 2094301929}]",35,2149571656,a gang of bandits,2013,"['Nicolò Cesa-Bianchi', 'Claudio Gentile', 'Giovanni Zappella']",-19.48,A Gang of Bandits
83,"[{'AfId': 63634437, 'AuN': 'daniel hernandezlobato', 'AfN': 'autonomous university of madrid', 'AuId': 1517651870}, {'AfId': 241749, 'AuN': 'jose miguel hernandezlobato', 'AfN': 'university of cambridge', 'AuId': 2395024022}]",11,2149917474,learning feature selection dependencies in multi task learning,2013,"['Daniel Hernández-Lobato', 'José Miguel Hernández-Lobato']",-20.529,Learning Feature Selection Dependencies in Multi-task Learning
84,"[{'AfId': 1326498283, 'AuN': 'wojciech zaremba', 'AfN': 'french institute for research in computer science and automation', 'AuId': 2017813389}, {'AfId': 45129253, 'AuN': 'arthur gretton', 'AfN': 'university college london', 'AuId': 2468960519}, {'AfId': 99464096, 'AuN': 'matthew b blaschko', 'AfN': 'katholieke universiteit leuven', 'AuId': 209766775}]",14,2140142253,b test a non parametric low variance kernel two sample test,2013,"['Wojciech Zaremba', 'Arthur Gretton', 'Matthew Blaschko']",-19.889,"B-test: A Non-parametric, Low Variance Kernel Two-sample Test"
85,"[{'AfId': 165932596, 'AuN': 'jiashi feng', 'AfN': 'national university of singapore', 'AuId': 2170351238}, {'AfId': 165932596, 'AuN': 'huan xu', 'AfN': 'national university of singapore', 'AuId': 2139723518}, {'AfId': 174306211, 'AuN': 'shie mannor', 'AfN': 'technion israel institute of technology', 'AuId': 2252608274}, {'AfId': 165932596, 'AuN': 'shuicheng yan', 'AfN': 'national university of singapore', 'AuId': 2144833106}]",21,2142701288,online pca for contaminated data,2013,"['Jiashi Feng', 'Huan Xu', 'Shie Mannor', 'Shuicheng Yan']",-20.002,Online PCA for Contaminated Data
86,"[{'AfId': 29607241, 'AuN': 'francis r bach', 'AfN': 'ecole normale superieure', 'AuId': 2121310506}, {'AfId': 12356871, 'AuN': 'eric moulines', 'AfN': 'telecom paristech', 'AuId': 2252578488}]",108,2159930037,non strongly convex smooth stochastic approximation with convergence rate o 1 n,2013,"['Francis Bach', 'Eric Moulines']",-18.874,Non-strongly-convex smooth stochastic approximation with convergence rate O(1/n)
87,"[{'AfId': 20231570, 'AuN': 'ziteng wang', 'AfN': 'peking university', 'AuId': 2579924890}, {'AfId': 20231570, 'AuN': 'kai fan', 'AfN': 'peking university', 'AuId': 2420008042}, {'AfId': 20231570, 'AuN': 'jiaqi zhang', 'AfN': 'peking university', 'AuId': 2301389880}, {'AfId': 20231570, 'AuN': 'liwei wang', 'AfN': 'peking university', 'AuId': 2468122884}]",4,2142799870,efficient algorithm for privately releasing smooth queries,2013,"['Ziteng Wang', 'Kai Fan', 'Jiaqi Zhang', 'Liwei Wang']",-21.214,Efficient Algorithm for Privately Releasing Smooth Queries
88,"[{'AfId': 205783295, 'AuN': 'anshumali shrivastava', 'AfN': 'cornell university', 'AuId': 2151457819}, {'AfId': 102322142, 'AuN': 'ping li', 'AfN': 'rutgers university', 'AuId': 2721445647}]",9,2151596444,beyond pairwise provably fast algorithms for approximate k way similarity search,2013,"['Anshumali Shrivastava', 'Ping Li']",-20.468,Beyond Pairwise: Provably Fast Algorithms for Approximate k-Way  Similarity Search
89,"[{'AfId': 9617848, 'AuN': 'raphael bailly', 'AfN': 'polytechnic university of catalonia', 'AuId': 2560562516}, {'AfId': 9617848, 'AuN': 'xavier carreras', 'AfN': 'polytechnic university of catalonia', 'AuId': 2141264876}, {'AfId': 9617848, 'AuN': 'ariadna quattoni', 'AfN': 'polytechnic university of catalonia', 'AuId': 2245670448}]",5,2127630476,unsupervised spectral learning of finite state transducers,2013,"['Raphael Bailly', 'Xavier Carreras', 'Ariadna Quattoni']",-21.232,Unsupervised Spectral Learning of Finite State Transducers
